,nest,year,species,field.hab,nest.veg,lat,long,visit,initiation,robel.found,robel.found.date,robel.fate,robel.fate.date,FirstFound,LastPresent,LastChecked,Fate,Freq
2063,L228,2017,BWTE,grass,grass,48.7475,-102.6713,t,149,11.5,162,17.5,183,162,181,181,0,1
2064,L229,2017,NSHO,grass,forb,48.74766,-102.67153,t,141,15,162,19.3,177,162,172,172,0,1
2065,L230,2017,AMWI,grass,low.shrub,48.7489,-102.67136,t,144,16,162,20.8,177,162,176,176,0,1
2066,L231,2017,GADW,grass,grass,48.7486,-102.67053,t,147,15.5,162,22.8,183,162,181,181,0,1
2067,L232,2017,GADW,grass,grass,48.74729,-102.67053,t,144,11,162,12.5,171,162,162,171,1,1
2068,L233,2017,AMWI,grass,grass,48.74301,-102.67104,t,145,9.5,162,20.3,183,162,178,178,0,1
2069,L234,2017,NOPI,grass,grass,48.74578,-102.66987,t,145,11,162,15,171,162,162,171,1,1
2070,L235,2017,MALL,grass,grass,48.74921,-102.66944,t,153,15.5,162,18,195,162,189,195,1,1
2071,L236,2017,MALL,grass,grass,48.74927,-102.66897,t,149,13.5,162,17.8,189,162,184,184,0,1
2072,L237,2017,MALL,grass,grass,48.74647,-102.66872,t,147,17,162,24.8,184,162,178,178,0,1
2073,L238,2017,BWTE,grass,grass,48.74554,-102.66827,t,153,8,162,12.5,189,162,185,185,0,1
2074,L239,2017,BWTE,grass,grass,48.74829,-102.66755,t,137,15.5,162,19.5,177,162,172,172,0,1
2075,L24,2017,NSHO,grass,grass,48.0512,-101.63567,t,134,5,139,10.5,167,139,157,167,1,1
2076,L240,2017,BWTE,grass,low.shrub,48.67012,-102.72059,t,142,14.5,162,19,177,162,173,173,0,1
2077,L242,2017,BWTE,grass,grass,48.73381,-102.67921,t,144,12.5,163,11.8,173,163,163,173,1,1
2078,L243,2017,GADW,other,tall.shrub,48.73449,-102.67963,t,156,14.5,163,14.3,196,163,190,190,0,1
2079,L245,2017,BWTE,grass,grass,48.73019,-102.68001,t,149,6.5,163,5.3,173,163,163,173,1,1
2080,L246,2017,MALL,other,tall.shrub,48.72559,-102.6789,t,159,22.5,163,22.3,196,163,193,193,0,1
2081,L247,2017,GADW,other,low.shrub,48.73277,-102.68257,t,154,15.5,163,15,189,163,186,186,0,1
2082,L248,2017,NOPI,other,low.shrub,48.73247,-102.6829,t,151,16,163,22,173,163,163,173,1,1
2083,L249,2017,BWTE,other,low.shrub,48.73227,-102.68228,t,145,9.5,163,7.5,173,163,163,173,1,1
2084,L25,2017,BWTE,grass,grass,48.05082,-101.6268,t,133,8,139,10.5,167,139,166,166,0,1
2085,L251,2017,AMWI,other,low.shrub,48.73273,-102.68095,t,147,21.5,163,22.5,173,163,163,173,1,1
2086,L252,2017,GADW,other,tall.shrub,48.73126,-102.685,t,147,22,163,18,179,163,179,179,0,1
2087,L253,2017,BWTE,other,grass,48.7318,-102.68512,t,131,11,163,10,173,163,164,164,0,1
2088,L254,2017,GADW,other,low.shrub,48.73299,-102.68545,t,149,17,163,21,173,163,163,173,1,1
2089,L255,2017,BWTE,other,low.shrub,48.72972,-102.68642,t,142,10.5,163,10,179,163,174,174,0,1
2090,L256,2017,MALL,grass,grass,48.73444,-102.68877,t,147,14.5,166,20.3,184,166,179,184,1,1
2091,L257,2017,MALL,other,low.shrub,48.73095,-102.68846,t,158,22,166,21.3,184,166,173,184,1,1
2092,L258,2017,GADW,grass,grass,48.62181,-102.37012,t,151,17.5,166,24,187,166,184,184,0,1
2093,L259,2017,MALL,hay,forb,48.53024,-102.52476,t,150,23,167,17.5,178,167,173,178,1,1
2094,L26,2017,NOPI,grass,grass,48.05075,-101.62051,t,135,8,139,8,157,139,151,157,1,1
2095,L260,2017,NOPI,hay,forb,48.52995,-102.52329,t,146,28.5,167,24.5,184,167,179,179,0,1
2096,L261,2017,GADW,hay,forb,48.53106,-102.52307,t,148,18.8,167,20,184,167,179,179,0,1
2097,L262,2017,GADW,hay,grass,48.61015,-102.39563,t,156,16,167,16.3,192,167,192,192,0,1
2098,L263,2017,GADW,hay,grass,48.60818,-102.3942,t,155,25,167,32.8,192,167,188,188,0,1
2099,L264,2017,MALL,hay,grass,48.60954,-102.39253,t,155,18.3,167,22.8,173,167,167,173,1,1
2100,L265,2017,MALL,hay,grass,48.60849,-102.39182,t,149,21.5,167,34.3,187,167,183,183,0,1
2101,L266,2017,MALL,hay,grass,48.60823,-102.39228,t,154,28.5,167,24.8,173,167,167,173,1,1
2102,L267,2017,GADW,hay,grass,48.6062,-102.39193,t,159,23,167,31.8,205,167,193,193,0,1
2103,L268,2017,MALL,hay,grass,48.60452,-102.39158,t,147,17,167,20.5,187,167,180,180,0,1
2104,L269,2017,GADW,hay,grass,48.60928,-102.3917,t,153,18,167,15.8,173,167,167,173,1,1
2105,L270,2017,MALL,hay,forb,48.61001,-102.38956,t,162,18.8,167,20.5,198,167,193,193,0,1
2106,L271,2017,MALL,hay,grass,48.60966,-102.38976,t,139,16.3,167,13.5,173,167,173,173,0,1
2107,L272,2017,GADW,hay,forb,48.60901,-102.38973,t,159,17,167,21.3,192,167,179,192,1,1
2108,L273,2017,GADW,hay,grass,48.60889,-102.38983,t,147,20,167,24.8,187,167,181,181,0,1
2109,L274,2017,GADW,hay,grass,48.61014,-102.38856,t,159,16.3,167,11,198,167,193,193,0,1
2110,L275,2017,NSHO,hay,grass,48.61126,-102.38885,t,155,19,167,32.5,187,167,185,185,0,1
2111,L276,2017,GADW,hay,forb,48.61019,-102.38792,t,154,18.8,167,20,192,167,188,188,0,1
2112,L277,2017,GADW,hay,grass,48.60908,-102.3876,t,159,22.8,167,32.5,192,167,187,192,1,1
2113,L278,2017,MALL,hay,grass,48.60499,-102.38714,t,139,20,168,20.3,173,168,169,169,0,1
2114,L279,2017,GADW,hay,grass,48.60564,-102.38635,t,161,22,168,20.5,173,168,168,173,1,1
2115,L28,2017,BWTE,grass,grass,48.05049,-101.63154,t,128,7,139,5,157,139,151,157,1,1
2116,L281,2017,BWTE,grass,grass,48.62056,-102.36955,t,158,11.3,168,10.5,175,168,168,175,1,1
2117,L282,2017,BWTE,grass,grass,48.62051,-102.36843,t,160,17,167,17.8,187,167,181,187,1,1
2118,L283,2017,MALL,grass,grass,48.62214,-102.36981,t,163,16,168,18.3,187,168,181,187,1,1
2119,L284,2017,MALL,grass,forb,48.62182,-102.36683,t,160,13.5,168,16,175,168,168,175,1,1
2120,L285,2017,MALL,grass,grass,48.62231,-102.36648,t,162,15.3,168,18.5,187,168,181,187,1,1
2121,L286,2017,AMWI,grass,grass,48.62355,-102.3666,t,163,20.3,168,26.8,181,168,175,181,1,1
2122,L287,2017,MALL,grass,grass,48.62362,-102.36709,t,158,22.5,168,22.5,198,168,193,193,0,1
2123,L289,2017,GADW,grass,grass,48.62352,-102.36619,t,162,18.3,169,16.5,192,169,187,192,1,1
2124,L290,2017,MALL,grass,forb,48.62424,-102.36938,t,152,19.5,169,18,187,169,181,187,1,1
2125,L291,2017,LESC,grass,grass,48.62507,-102.36926,t,159,13.8,169,13.5,175,169,169,175,1,1
2126,L292,2017,MALL,grass,grass,48.62629,-102.36858,t,155,10.3,169,14.3,181,169,175,181,1,1
2127,L293,2017,GADW,grass,grass,48.62624,-102.36909,t,157,13.3,169,10.5,175,169,169,175,1,1
2128,L294,2017,GADW,grass,grass,48.62641,-102.41403,t,159,12.3,169,10,196,169,191,191,0,1
2129,L295,2017,BWTE,grass,grass,48.62642,-102.41882,t,148,13,169,13,176,169,169,176,1,1
2130,L296,2017,BWTE,grass,grass,48.62679,-102.41525,t,144,13.3,169,15.8,176,169,171,171,0,1
2131,L297,2017,MALL,grass,grass,48.62712,-102.4127,t,160,27,169,31.8,183,169,176,183,1,1
2132,L298,2017,MALL,grass,grass,48.62753,-102.41093,t,155,21.5,169,27.8,183,169,176,183,1,1
2133,L299,2017,BWTE,grass,grass,48.62761,-102.4145,t,139,10.3,169,11.8,176,169,170,170,0,1
2134,L3,2017,NOPI,grass,grass,48.62387,-102.36897,t,102,7.3,123,5.8,129,123,123,129,1,1
2135,L30,2017,BWTE,grass,grass,48.0489,-101.62409,t,132,6.5,139,9.3,144,139,139,144,1,1
2136,L300,2017,GADW,grass,low.shrub,48.62889,-102.41273,t,149,19,169,25.3,176,169,169,176,1,1
2137,L301,2017,BWTE,grass,grass,48.62909,-102.41537,t,141,7.8,169,8.8,176,169,173,173,0,1
2138,L302,2017,AMWI,grass,low.shrub,48.6296,-102.41419,t,151,30.3,169,31.8,188,169,183,188,1,1
2139,L303,2017,BWTE,grass,grass,48.62931,-102.4105,t,156,12.8,169,15,188,169,183,188,1,1
2140,L304,2017,BWTE,grass,forb,48.63189,-102.41508,t,158,16.3,169,16,176,169,169,176,1,1
2141,L305,2017,NSHO,grass,grass,48.63017,-102.41125,t,153,13.8,169,15,176,169,169,176,1,1
2142,L306,2017,GADW,grass,forb,48.63211,-102.41789,t,155,18.8,170,18.5,176,170,170,176,1,1
2143,L307,2017,BWTE,grass,grass,48.63186,-102.41792,t,146,18.3,170,20.3,176,170,175,175,0,1
2144,L308,2017,BWTE,grass,grass,48.62949,-102.49284,t,162,13,170,10.5,186,170,176,186,1,1
2145,L309,2017,AMWI,grass,grass,48.62736,-102.49151,t,157,12.8,170,8,196,170,189,189,0,1
2146,L31,2017,BWTE,grass,grass,48.04836,-101.62084,t,131,8,139,7,166,139,157,166,1,1
2147,L310,2017,GADW,grass,grass,48.62663,-102.48804,t,151,16.5,170,17.5,186,170,184,184,0,1
2148,L311,2017,BWTE,grass,grass,48.62767,-102.48649,t,136,14.5,170,15,176,170,171,171,0,1
2149,L312,2017,BWTE,grass,grass,48.62888,-102.49372,t,164,17.5,171,15.3,189,171,186,189,1,1
2150,L313,2017,LESC,grass,grass,48.62661,-102.49369,t,161,12.3,171,11.5,186,171,176,186,1,1
2151,L314,2017,BWTE,grass,grass,48.627,-102.48363,t,157,15,171,15.5,189,171,187,187,0,1
2152,L315,2017,LESC,grass,grass,48.63099,-102.48484,t,166,18,171,13,202,171,201,201,0,1
2153,L316,2017,BWTE,grass,forb,48.63165,-102.48472,t,167,14.8,171,11,202,171,199,199,0,1
2154,L317,2017,GADW,other,low.shrub,48.63278,-102.48523,t,156,28.5,171,23.8,186,171,186,186,0,1
2155,L318,2017,GADW,grass,grass,48.62802,-102.48314,t,153,16.3,171,14.5,176,171,171,176,1,1
2156,L319,2017,BWTE,grass,grass,48.62893,-102.48245,t,157,11,171,8,196,171,190,190,0,1
2157,L32,2017,MALL,grass,grass,48.04765,-101.63043,t,116,6.5,139,6.3,151,139,144,151,1,1
2158,L322,2017,BWTE,grass,grass,48.63006,-102.4798,t,153,12.8,171,14.5,186,171,176,186,1,1
2159,L323,2017,MALL,grass,grass,48.74926,-102.66666,t,161,20,171,23.8,184,171,177,184,1,1
2160,L325,2017,GADW,grass,grass,48.74403,-102.67587,t,157,21.3,171,28,195,171,190,190,0,1
2161,L326,2017,BWTE,grass,grass,48.07591,-101.64658,t,153,8.8,172,8,186,172,178,186,1,1
2162,L327,2017,AMWI,grass,grass,48.07814,-101.6482,t,158,21.8,172,19,178,172,172,178,1,1
2163,L328,2017,MALL,grass,grass,48.07814,-101.64806,t,159,17.8,172,15.5,178,172,172,178,1,1
2164,L329,2017,BWTE,grass,grass,48.07833,-101.64836,t,160,8.3,172,6,178,172,172,178,1,1
2165,L331,2017,BWTE,grass,forb,48.63115,-102.47736,t,168,14.5,173,10.5,202,173,199,199,0,1
2166,L332,2017,GADW,grass,grass,48.50259,-102.4764,t,165,13.5,173,8.5,192,173,186,192,1,1
2167,L333,2017,GADW,grass,grass,48.50265,-102.47486,t,155,18.5,173,18,184,173,178,184,1,1
2168,L334,2017,BWTE,grass,grass,48.50183,-102.46825,t,162,11.8,173,5,198,173,193,193,0,1
2169,L335,2017,GADW,grass,grass,48.50177,-102.47246,t,156,15.8,173,13.8,186,173,184,186,1,1
2170,L336,2017,BWTE,grass,grass,48.50108,-102.46778,t,165,11.8,173,5,192,173,186,192,1,1
2171,L338,2017,BWTE,grass,grass,48.50073,-102.469,t,160,14,173,5.5,184,173,178,184,1,1
2172,L339,2017,GADW,grass,forb,48.50063,-102.47473,t,166,16.3,173,4.5,198,173,197,197,0,1
2173,L340,2017,GADW,grass,grass,48.49888,-102.4829,t,168,13,173,10.5,178,173,173,178,1,1
2174,L341,2017,BWTE,grass,grass,48.49822,-102.48167,t,168,12.5,173,14.3,186,173,184,186,1,1
2175,L342,2017,BWTE,grass,grass,48.68549,-102.66747,t,167,10.8,175,11.5,181,175,175,181,1,1
2176,L343,2017,NSHO,grass,grass,48.6854,-102.66671,t,150,20.3,175,21.8,188,175,182,182,0,1
2177,L344,2017,GADW,grass,low.shrub,48.68514,-102.66503,t,166,26,175,26,181,175,175,181,1,1
2178,L345,2017,NSHO,grass,forb,48.68534,-102.66596,t,155,16,175,17.3,181,175,175,181,1,1
2179,L346,2017,GADW,grass,grass,48.68411,-102.66621,t,158,20.5,175,18.5,188,175,181,188,1,1
2180,L347,2017,GADW,grass,low.shrub,48.68377,-102.66541,t,165,26.3,175,25,195,175,194,194,0,1
2181,L348,2017,MALL,grass,grass,48.68313,-102.66595,t,166,14.5,175,14.5,181,175,175,181,1,1
2182,L349,2017,GADW,grass,forb,48.6822,-102.66644,t,167,21.8,175,23.8,181,175,175,181,1,1
2183,L351,2017,BWTE,grass,grass,48.68189,-102.66583,t,163,11.5,175,9,195,175,190,195,1,1
2184,L352,2017,BWTE,grass,grass,48.68208,-102.665,t,158,14.3,175,9.5,195,175,191,191,0,1
2185,L353,2017,BWTE,grass,grass,48.68041,-102.66747,t,164,11.5,175,9.5,202,175,202,202,0,1
2186,L354,2017,BWTE,grass,grass,48.72987,-102.80346,t,159,14.3,175,18.3,198,175,193,193,0,1
2187,L355,2017,GADW,grass,grass,48.73375,-102.80425,t,155,18,175,20.8,187,175,181,187,1,1
2188,L356,2017,GADW,grass,grass,48.72905,-102.80526,t,155,14.5,175,17.5,187,175,186,186,0,1
2189,L357,2017,BWTE,grass,grass,48.73135,-102.80577,t,167,12.8,175,17.8,187,175,181,187,1,1
2190,L358,2017,NSHO,grass,grass,48.77191,-102.69814,t,160,17,175,20,194,175,192,192,0,1
2191,L359,2017,BWTE,grass,grass,48.72874,-102.80808,t,155,17,176,19.8,192,176,187,192,1,1
2192,L360,2017,GADW,grass,grass,48.72704,-102.80154,t,160,20.5,176,25.3,198,176,193,193,0,1
2193,L361,2017,BWTE,grass,grass,48.72762,-102.80241,t,166,22.3,176,23.3,198,176,194,194,0,1
2194,L362,2017,MALL,grass,grass,48.72549,-102.803,t,158,23.8,176,27.3,198,176,193,193,0,1
2195,L363,2017,LESC,grass,grass,48.72482,-102.80323,t,165,21.8,176,21.8,205,176,201,201,0,1
2196,L364,2017,LESC,grass,grass,48.72766,-102.8044,t,166,14.5,176,18,187,176,181,187,1,1
2197,L365,2017,BWTE,grass,grass,48.72651,-102.80441,t,159,15.3,176,21,187,176,181,187,1,1
2198,L366,2017,LESC,grass,grass,48.7243,-102.8043,t,171,18.5,176,20.3,209,176,206,206,0,1
2199,L367,2017,NSHO,grass,grass,48.72471,-102.8049,t,173,16.3,176,24,205,176,204,204,0,1
2200,L368,2017,GADW,grass,grass,48.72728,-102.80621,t,166,20.3,176,24.5,192,176,181,192,1,1
2201,L37,2017,BWTE,grass,grass,48.74274,-102.67755,t,130,12.8,140,15,171,140,164,164,0,1
2202,L370,2017,BWTE,grass,grass,48.72285,-102.80151,t,156,23.8,176,25,192,176,188,188,0,1
2203,L371,2017,GADW,grass,grass,48.72298,-102.80217,t,167,16.8,176,3,205,176,201,201,0,1
2204,L372,2017,AMWI,other,forb,48.72293,-102.8037,t,159,23.3,176,20,198,176,193,193,0,1
2205,L373,2017,LESC,grass,grass,48.72279,-102.80453,t,161,20,176,14.5,198,176,196,196,0,1
2206,L374,2017,GADW,grass,grass,48.72224,-102.80253,t,159,23.5,176,23,192,176,191,191,0,1
2207,L375,2017,GADW,grass,forb,48.72112,-102.80143,t,164,17,176,24.5,192,176,187,192,1,1
2208,L376,2017,GADW,grass,grass,48.72073,-102.80076,t,123,18.3,176,16,181,176,177,177,0,1
2209,L377,2017,GADW,grass,grass,48.72094,-102.80299,t,171,22.3,176,25.8,181,176,176,181,1,1
2210,L378,2017,GADW,grass,grass,48.72121,-102.80596,t,156,20.3,176,23,192,176,190,190,0,1
2211,L379,2017,GADW,other,low.shrub,48.67002,-102.71387,t,166,18.5,176,24.5,183,176,176,183,1,1
2212,L38,2017,MALL,grass,grass,48.743,-102.67637,t,138,8.5,140,14,160,140,151,160,1,1
2213,L380,2017,GADW,grass,grass,48.6742,-102.71545,t,163,17.8,176,17,183,176,176,183,1,1
2214,L381,2017,GADW,grass,forb,48.67073,-102.7155,t,149,23.5,176,26,190,176,184,184,0,1
2215,L382,2017,LESC,grass,forb,48.67048,-102.71605,t,163,16.8,177,18.8,190,177,177,190,1,1
2216,L383,2017,LESC,grass,forb,48.67482,-102.71568,t,164,17.3,177,12.5,183,177,177,183,1,1
2217,L384,2017,GADW,grass,forb,48.67577,-102.71616,t,167,17.8,177,17,183,177,177,183,1,1
2218,L385,2017,BWTE,grass,grass,48.67391,-102.71815,t,170,12.5,177,14.5,190,177,183,190,1,1
2219,L386,2017,BWTE,grass,grass,48.67178,-102.71891,t,122,17,177,14,183,177,178,178,0,1
2220,L387,2017,GADW,grass,forb,48.67025,-102.71996,t,160,19,177,15.5,196,177,194,194,0,1
2221,L388,2017,MALL,grass,forb,48.6712,-102.71989,t,167,17.3,177,14,196,177,183,196,1,1
2222,L389,2017,NOPI,grass,grass,48.67014,-102.72058,t,166,22.8,177,23.3,181,177,177,181,1,1
2223,L390,2017,BWTE,grass,grass,48.05125,-101.62222,t,169,20,178,14,186,178,178,186,1,1
2224,L391,2017,BWTE,grass,grass,48.05113,-101.62096,t,173,9.3,178,9.3,198,178,191,198,1,1
2225,L392,2017,NSHO,grass,grass,48.04985,-101.62371,t,161,21.8,178,15,186,178,178,186,1,1
2226,L393,2017,NSHO,grass,grass,48.04925,-101.63022,t,161,10.5,178,13.8,198,178,192,192,0,1
2227,L394,2017,BWTE,grass,grass,48.04857,-101.62995,t,172,9.5,178,10,198,178,191,198,1,1
2228,L395,2017,GADW,grass,grass,48.04571,-101.62484,t,159,13,178,12,186,178,178,186,1,1
2229,L396,2017,GADW,grass,grass,48.04618,-101.6205,t,169,13.8,178,10,186,178,178,186,1,1
2230,L397,2017,BWTE,grass,grass,48.04656,-101.62852,t,165,10.8,178,12,198,178,196,196,0,1
2231,L398,2017,LESC,grass,grass,48.04715,-101.62817,t,165,13,178,14,186,178,178,186,1,1
2232,L399,2017,BWTE,grass,grass,48.0474,-101.62469,t,153,14,178,15.8,186,178,185,185,0,1
2233,L4,2017,MALL,hay,grass,48.60963,-102.39484,t,121,7.3,124,8.5,137,124,131,137,1,1
2234,L40,2017,NSHO,grass,grass,48.74686,-102.67667,t,129,9.8,140,13.5,160,140,158,158,0,1
2235,L400,2017,BWTE,grass,grass,48.63742,-102.59904,t,162,16.8,179,17.8,193,179,192,192,0,1
2236,L401,2017,BWTE,grass,forb,48.63786,-102.60374,t,164,16.3,179,15.3,198,179,193,198,1,1
2237,L402,2017,GADW,grass,forb,48.63537,-102.6021,t,162,22.8,179,24,186,179,179,186,1,1
2238,L403,2017,BWTE,grass,grass,48.64004,-102.6013,t,167,15.3,179,11.5,198,179,186,198,1,1
2239,L404,2017,BWTE,grass,forb,48.77431,-102.69678,t,173,18.8,181,15.5,187,181,181,187,1,1
2240,L405,2017,BWTE,grass,grass,48.77219,-102.69624,t,171,19.8,180,22,187,180,180,187,1,1
2241,L406,2017,NSHO,grass,grass,48.77125,-102.69624,t,152,18,180,20,187,180,180,187,1,1
2242,L407,2017,BWTE,grass,grass,48.77223,-102.69544,t,163,19.8,180,14,202,180,194,194,0,1
2243,L408,2017,GADW,grass,grass,48.77295,-102.69171,t,161,22.5,180,18.8,194,180,193,193,0,1
2244,L409,2017,BWTE,grass,grass,48.77251,-102.69146,t,155,19.3,180,15.5,194,180,188,188,0,1
2245,L41,2017,BWTE,grass,grass,48.74852,-102.67641,t,135,8.8,140,13.5,171,140,161,171,1,1
2246,L410,2017,LESC,grass,grass,48.77578,-102.69019,t,172,23.3,180,23,187,180,180,187,1,1
2247,L411,2017,BWTE,grass,grass,48.77407,-102.69682,t,174,19.3,181,19.8,194,181,187,194,1,1
2248,L413,2017,GADW,grass,grass,48.77442,-102.6897,t,164,21.5,181,20.3,202,181,196,196,0,1
2249,L414,2017,NSHO,grass,forb,48.74868,-102.67693,t,167,19,183,17,189,183,183,189,1,1
2250,L415,2017,LESC,grass,grass,48.74876,-102.67703,t,164,23.5,183,12,189,183,183,189,1,1
2251,L416,2017,NSHO,grass,forb,48.74691,-102.67659,t,167,27.8,183,22,202,183,196,196,0,1
2252,L417,2017,MALL,grass,grass,48.74617,-102.67667,t,164,30,183,20,189,183,183,183,0,1
2253,L419,2017,MALL,grass,grass,48.74335,-102.67577,t,168,23.5,183,18.5,195,183,183,195,1,1
2254,L42,2017,NSHO,grass,grass,48.74884,-102.67645,t,119,7.8,140,8,151,140,149,149,0,1
2255,L420,2017,LESC,grass,grass,48.74409,-102.67551,t,173,26.3,183,25.5,195,183,189,195,1,1
2256,L421,2017,GADW,grass,grass,48.74585,-102.67595,t,154,26.5,183,26,189,183,189,189,0,1
2257,L422,2017,GADW,grass,grass,48.74263,-102.67414,t,169,18.3,183,16,202,183,201,201,0,1
2258,L423,2017,LESC,grass,grass,48.7478,-102.67405,t,172,21.3,183,19.5,189,183,183,189,1,1
2259,L424,2017,GADW,grass,grass,48.74936,-102.67348,t,167,22.8,183,20,195,183,195,195,0,1
2260,L425,2017,LESC,grass,grass,48.74809,-102.67361,t,158,19,183,15,195,183,193,193,0,1
2261,L426,2017,BWTE,grass,grass,48.74657,-102.67332,t,164,17.8,183,12.5,202,183,196,196,0,1
2262,L427,2017,LESC,grass,grass,48.74295,-102.67297,t,166,18,183,18,189,183,183,189,1,1
2263,L428,2017,BWTE,grass,grass,48.74704,-102.67273,t,173,18.8,183,17,202,183,201,201,0,1
2264,L429,2017,LESC,grass,grass,48.74799,-102.67292,t,165,20.3,183,14,195,183,189,195,1,1
2265,L43,2017,MALL,grass,grass,48.7446,-102.67546,t,138,16.3,140,14,160,140,151,160,1,1
2266,L430,2017,GADW,grass,grass,48.74466,-102.67177,t,175,22,183,20.5,208,183,206,206,0,1
2267,L431,2017,LESC,grass,grass,48.747,-102.67107,t,174,21.5,183,19,202,183,195,202,1,1
2268,L432,2017,LESC,grass,grass,48.74753,-102.67121,t,171,18.3,183,16.8,208,183,204,204,0,1
2269,L433,2017,GADW,grass,grass,48.74775,-102.67157,t,154,19.5,183,19.5,189,183,186,186,0,1
2270,L434,2017,BWTE,grass,grass,48.74915,-102.67075,t,178,22,183,18.5,189,183,183,189,1,1
2271,L435,2017,GADW,grass,grass,48.74927,-102.67068,t,161,26.3,183,22,195,183,195,195,0,1
2272,L436,2017,MALL,grass,grass,48.74894,-102.66997,t,172,27.3,183,22.5,195,183,189,195,1,1
2273,L437,2017,MALL,grass,grass,48.74844,-102.67009,t,159,19,183,14.5,195,183,190,190,0,1
2274,L438,2017,GADW,grass,grass,48.74508,-102.67017,t,171,17.8,183,20.8,189,183,183,189,1,1
2275,L439,2017,BWTE,grass,forb,48.74298,-102.67114,t,129,22.5,183,24.3,189,183,184,184,0,1
2276,L44,2017,NSHO,grass,grass,48.74343,-102.67538,t,134,8.5,140,19,171,140,165,165,0,1
2277,L440,2017,LESC,grass,grass,48.74854,-102.66895,t,173,19.8,183,23.5,189,183,183,189,1,1
2278,L441,2017,BWTE,grass,forb,48.7484,-102.66923,t,173,21.3,183,19.5,208,183,203,203,0,1
2279,L442,2017,MALL,grass,grass,48.74765,-102.6694,t,172,15.3,183,15.3,189,183,183,189,1,1
2280,L443,2017,MALL,grass,grass,48.74907,-102.66817,t,162,29.3,183,22,195,183,195,195,0,1
2281,L444,2017,GADW,grass,grass,48.73426,-102.67938,t,169,16,184,6.3,196,184,189,196,1,1
2282,L446,2017,GADW,grass,forb,48.73319,-102.68027,t,152,28.5,184,22,189,184,185,185,0,1
2283,L447,2017,BWTE,grass,grass,48.72852,-102.67781,t,158,12.8,184,9.8,196,184,189,196,1,1
2284,L448,2017,BWTE,grass,grass,48.72701,-102.67932,t,160,17.8,184,13.8,196,184,191,191,0,1
2285,L449,2017,BWTE,grass,forb,48.72738,-102.68071,t,178,13.5,184,9,208,184,202,208,1,1
2286,L45,2017,NSHO,grass,grass,48.74375,-102.67493,t,129,7.3,140,7.5,146,140,140,146,1,1
2287,L450,2017,MALL,grass,forb,48.73208,-102.68185,t,174,21.5,184,20.3,189,184,184,189,1,1
2288,L451,2017,GADW,grass,forb,48.73196,-102.68204,t,156,21.5,184,22.3,189,184,189,189,0,1
2289,L452,2017,GADW,other,forb,48.73286,-102.68102,t,162,23,184,21,189,184,184,189,1,1
2290,L453,2017,BWTE,grass,forb,48.73122,-102.6857,t,168,15.5,184,13.8,196,184,189,196,1,1
2291,L454,2017,LESC,grass,grass,48.73098,-102.68825,t,171,15.8,184,7.3,202,184,196,202,1,1
2292,L455,2017,BWTE,grass,grass,48.73241,-102.68828,t,168,10,184,6.3,196,184,189,196,1,1
2293,L456,2017,NSHO,grass,grass,48.50105,-102.46835,t,157,15.3,186,6,192,186,188,188,0,1
2294,L457,2017,GADW,grass,grass,48.50095,-102.47315,t,169,18.8,186,8,205,186,192,205,1,1
2295,L458,2017,BWTE,grass,grass,48.49892,-102.47713,t,173,14.3,186,11.5,205,186,204,204,0,1
2296,L459,2017,MALL,grass,grass,48.49787,-102.47941,t,169,15,186,9,205,186,202,202,0,1
2297,L46,2017,BWTE,grass,grass,48.7472,-102.67437,t,130,6.5,140,9.5,171,140,162,171,1,1
2298,L462,2017,BWTE,hay,grass,48.60788,-102.39072,t,175,12.3,187,7.8,192,187,187,192,1,1
2299,L463,2017,GADW,hay,forb,48.60464,-102.38751,t,173,19,187,18.5,209,187,206,206,0,1
2300,L464,2017,MALL,grass,grass,48.62378,-102.36627,t,166,17.3,187,12,192,187,187,192,1,1
2301,L465,2017,GADW,grass,grass,48.62657,-102.36495,t,159,27.5,187,24,192,187,190,190,0,1
2302,L466,2017,LESC,grass,grass,48.62672,-102.41534,t,158,19.8,188,15.5,196,188,192,192,0,1
2303,L467,2017,LESC,grass,grass,48.62952,-102.41302,t,183,18.5,188,16,208,188,202,208,1,1
2304,L468,2017,GADW,grass,forb,48.62668,-102.47767,t,181,24,189,19.5,196,189,189,196,1,1
2305,L469,2017,GADW,grass,forb,48.63071,-102.48466,t,172,24.5,189,14,196,189,189,196,1,1
2306,L47,2017,BWTE,grass,grass,48.74634,-102.67392,t,129,10,140,13,160,140,151,160,1,1
2307,L470,2017,GADW,grass,grass,48.62774,-102.4853,t,181,25.5,189,19,208,189,202,208,1,1
2308,L471,2017,BWTE,grass,grass,48.62959,-102.48605,t,162,14,189,6.5,202,189,197,197,0,1
2309,L472,2017,GADW,grass,grass,48.62954,-102.48895,t,171,13.5,189,8,208,189,203,203,0,1
2310,L473,2017,LESC,grass,grass,48.62687,-102.49119,t,179,25.3,189,14.8,211,189,209,211,1,1
2311,L474,2017,LESC,grass,grass,48.68651,-102.66817,t,181,19,190,14,208,190,202,208,1,1
2312,L475,2017,GADW,grass,forb,48.68309,-102.66526,t,181,18.3,190,15.5,202,190,195,202,1,1
2313,L476,2017,GADW,grass,low.shrub,48.68217,-102.66762,t,174,19.5,190,20.5,195,190,190,195,1,1
